,seqnames,start,end,width,strand,score,cluster,tpm,nr_ctss,dominant_ctss,tpm.dominant_ctss,q_0.1,q_0.9,interquantile_width
53,chr1,113162440,113162457,18,+,22.4513626722231,53,22.4513626722231,8,113162454,8.80646974924538,12,16,5
54,chr1,116915865,116915867,3,+,6.07126875271777,54,6.07126875271777,3,116915866,3.75464513847623,0,2,3
55,chr1,144534036,144534040,5,+,2.3417374955794,55,2.3417374955794,5,144534038,1.81950907080104,1,3,3
56,chr1,145096408,145096410,3,+,3.31653875939381,56,3.31653875939381,3,145096408,1.29045764702565,0,2,3
57,chr1,145382755,145382759,5,+,0.759788522168042,57,0.759788522168042,5,145382757,0.577651868761898,1,4,4
58,chr1,145438487,145438496,10,+,19.2777393440532,58,19.2777393440532,10,145438490,6.01271251030031,2,8,7
59,chr1,149858464,149858483,20,+,146.690675740564,59,146.690675740564,16,149858468,81.3905335540732,3,10,8
60,chr1,150266281,150266291,11,+,3.21088268317328,60,3.21088268317328,3,150266281,1.23759248593829,0,10,11
61,chr1,150480583,150480586,4,+,8.6119187026548,61,8.6119187026548,4,150480585,5.37475447260144,0,3,4
62,chr1,150521884,150521893,10,+,6.81319695583724,62,6.81319695583724,3,150521893,3.35662212536574,0,9,10
63,chr1,151372039,151372050,12,+,9.83075698576537,63,9.83075698576537,4,151372049,5.90636784064347,0,11,12
64,chr1,153606556,153606562,7,+,3.50691889266593,64,3.50691889266593,2,153606562,2.08426361458366,0,6,7
65,chr1,153963235,153963244,10,+,51.4280103033638,65,51.4280103033638,6,153963238,29.4431599169523,2,4,3
66,chr1,154245100,154245117,18,+,6.53170492486533,66,6.53170492486533,5,154245105,1.42265527808227,0,17,18
67,chr1,155278657,155278664,8,+,4.0309358276844,67,4.0309358276844,3,155278664,1.71364646801814,0,7,8
68,chr1,155278728,155278731,4,+,1.94680523457793,68,1.94680523457793,2,155278731,0.999809405254077,0,3,4
69,chr1,155658871,155658884,14,+,12.7428437916369,69,12.7428437916369,5,155658882,6.75731546612928,10,12,3
70,chr1,156084501,156084503,3,+,12.0787722954788,70,12.0787722954788,3,156084502,9.36565937037085,0,2,3
71,chr1,156182797,156182798,2,+,5.01734636289303,71,5.01734636289303,2,156182798,3.35662212536574,0,1,2
72,chr1,156737327,156737331,5,+,4.24256881670469,72,4.24256881670469,3,156737327,2.16371526763428,0,4,5
73,chr1,160313173,160313176,4,+,2.23752416365658,73,2.23752416365658,2,160313173,1.34333090272816,0,3,4
74,chr1,161123768,161123773,6,+,2.60777770805345,74,2.60777770805345,2,161123768,1.68718457749933,0,5,6
75,chr1,161172157,161172162,6,+,5.97059994080498,75,5.97059994080498,2,161172157,3.09137025851775,0,5,6
76,chr1,161284171,161284172,2,+,2.13178574686671,76,2.13178574686671,2,161284171,1.23759248593829,0,1,2
77,chr1,161475212,161475222,11,+,7.46053358268417,77,7.46053358268417,5,161475220,2.37563861974012,2,8,7
78,chr1,162531511,162531513,3,+,8.22131221518223,78,8.22131221518223,3,162531512,5.61395727858787,0,2,3
79,chr1,171454669,171454690,22,+,12.4255971279528,79,12.4255971279528,7,171454672,3.06484963257462,0,21,22
80,chr1,173446445,173446485,41,+,62.1019810214367,80,62.1019810214367,17,173446481,15.0701823416476,8,37,30
81,chr1,173446522,173446528,7,+,4.55909129655486,81,4.55909129655486,3,173446528,1.84597837144694,0,6,7
82,chr1,174969161,174969215,55,+,7.67402814257797,82,7.67402814257797,11,174969187,1.42265527808227,5,49,45
83,chr1,182808481,182808491,11,+,18.2983427713781,83,18.2983427713781,8,182808490,4.65739226821966,1,9,9
84,chr1,201924631,201924643,13,+,7.99170007554901,84,7.99170007554901,5,201924634,3.38315172613546,0,12,13
85,chr1,203830724,203830731,8,+,5.1475821896804,85,5.1475821896804,3,203830727,3.67502735763595,0,3,4
86,chr1,207495019,207495029,11,+,13.1163401109363,86,13.1163401109363,7,207495023,4.28558556920098,1,10,10
87,chr1,207818478,207818481,4,+,3.31821734222929,87,3.31821734222929,3,207818478,1.79304120874106,0,3,4
88,chr1,207925454,207925458,5,+,6.53729304443506,88,6.53729304443506,5,207925457,3.14441405340465,0,3,4
89,chr1,214776538,214776557,20,+,3.23719891848693,89,3.23719891848693,3,214776538,1.1847357628018,0,19,20
90,chr1,218458635,218458653,19,+,2.65811397600399,90,2.65811397600399,3,218458635,1.63426547262288,0,18,19
91,chr1,225117384,225117394,11,+,2.76606193262635,91,2.76606193262635,2,225117384,1.55489888560334,0,10,11
92,chr1,225965527,225965540,14,+,6.47539723329627,92,6.47539723329627,6,225965528,1.58135277008719,0,13,14
93,chr1,226250415,226250417,3,+,6.71347131800131,93,6.71347131800131,2,226250417,3.80772717194175,0,2,3
94,chr1,228270398,228270431,34,+,28.6178981130913,94,28.6178981130913,17,228270423,5.00274095658869,2,29,28
95,chr1,228327980,228327983,4,+,2.68730537416487,95,2.68730537416487,2,228327980,1.81950907080104,0,3,4
96,chr1,228645804,228645808,5,+,2.18458831526214,96,2.18458831526214,2,228645804,1.23759248593829,0,4,5
97,chr1,228675083,228675095,13,+,2.31670268867367,97,2.31670268867367,2,228675083,1.3168932834196,0,12,13
98,chr1,230202982,230202985,4,+,1.86770676434938,98,1.86770676434938,2,230202985,1.10546732636128,0,3,4
99,chr1,235530742,235530745,4,+,1.2080361133057,99,1.2080361133057,2,235530745,0.656737331889037,0,3,4
100,chr1,245725176,245725177,2,+,0.234915427211655,100,0.234915427211655,2,245725177,0.13055710619459,0,1,2
101,chr1,894631,894636,6,-,3.21725456469845,101,3.21725456469845,2,894636,2.42863075434259,0,5,6
102,chr1,1260038,1260040,3,-,3.50776185862959,102,3.50776185862959,2,1260040,2.45512844768766,0,2,3
103,chr1,1342658,1342682,25,-,8.28138922157371,103,8.28138922157371,5,1342673,3.27703804812065,0,24,25
104,chr1,1510223,1510243,21,-,7.01566319801172,104,7.01566319801172,4,1510243,2.9322595137781,0,20,21
105,chr1,1822509,1822526,18,-,4.87642469443673,105,4.87642469443673,3,1822509,1.84597837144694,0,17,18
106,chr1,6259646,6259693,48,-,150.792824190202,106,150.792824190202,29,6259654,33.2418731136304,2,26,25
107,chr1,6614595,6614596,2,-,2.05244281619601,107,2.05244281619601,2,6614595,1.05263341094193,0,1,2
108,chr1,8938702,8938788,87,-,241.838433381352,108,241.838433381352,42,8938745,69.5543427001233,36,52,17
109,chr1,11120066,11120077,12,-,11.8679813709336,109,11.8679813709336,7,11120075,3.4096821041728,3,9,7
110,chr1,11159908,11159926,19,-,2.29020308916308,110,2.29020308916308,2,11159926,1.1847357628018,0,18,19
111,chr1,17380523,17380533,11,-,9.39713920107146,111,9.39713920107146,5,17380527,3.91389949583488,0,5,6
112,chr1,19536751,19536760,10,-,13.3483705433259,112,13.3483705433259,7,19536760,2.87922968228723,1,9,9
113,chr1,19578014,19578018,5,-,2.47297484126374,113,2.47297484126374,3,19578018,1.29045764702565,2,4,3
114,chr1,19812027,19812031,5,-,2.89866922833114,114,2.89866922833114,2,19812027,1.87244909020267,0,4,5
115,chr1,21503386,21503390,5,-,2.23742531278668,115,2.23742531278668,2,21503390,1.2640240338662,0,4,5
116,chr1,22109584,22109585,2,-,2.4488196266278,116,2.4488196266278,2,22109584,1.36977046621003,0,1,2
117,chr1,23670768,23670777,10,-,6.89003963094609,117,6.89003963094609,3,23670774,3.46274516813074,0,9,10
118,chr1,23885990,23885994,5,-,15.1683489492331,118,15.1683489492331,5,23885990,4.5777097533787,0,4,5
119,chr1,24306816,24306819,4,-,8.28998101077893,119,8.28998101077893,4,24306817,4.41836036035502,0,3,4
120,chr1,25573945,25573945,1,-,5.82661402584644,120,5.82661402584644,1,25573945,5.82661402584644,0,0,1
121,chr1,26232908,26232913,6,-,36.8005505659161,121,36.8005505659161,6,26232910,23.8287848894726,1,3,3
122,chr1,27816657,27816669,13,-,3.60742972514551,122,3.60742972514551,3,27816669,1.60780830809656,0,12,13
123,chr1,28908378,28908386,9,-,8.79052615835184,123,8.79052615835184,5,28908384,4.31213931296789,0,7,8
124,chr1,29309147,29309158,12,-,36.0392158344594,124,36.0392158344594,11,29309149,18.0325158324665,2,9,8
125,chr1,31230663,31230696,34,-,1.17640811904134,125,1.17640811904134,8,31230676,0.340666980604704,0,30,31
126,chr1,31769629,31769635,7,-,2.29062000021932,126,2.29062000021932,2,31769629,1.50199618986346,0,6,7
127,chr1,32403916,32403922,7,-,2.68667931194847,127,2.68667931194847,2,32403916,1.42265527808227,0,6,7
128,chr1,32403948,32403969,22,-,10.233567831001,128,10.233567831001,6,32403969,3.38315172613546,1,21,21
129,chr1,32801831,32801836,6,-,29.0429442947612,129,29.0429442947612,6,32801834,14.1365460024629,0,4,5
130,chr1,33116136,33116146,11,-,2.13175617757713,130,2.13175617757713,2,33116146,1.21116304702301,0,10,11
131,chr1,33282918,33282959,42,-,13.3034254575516,131,13.3034254575516,6,33282931,3.9669897118073,0,41,42
132,chr1,33502480,33502484,5,-,9.9049395673467,132,9.9049395673467,4,33502480,4.39180419499349,0,4,5
133,chr1,35658733,35658750,18,-,101.161136339258,133,101.161136339258,11,35658746,50.2200684474645,11,15,5
134,chr1,36107105,36107144,40,-,54.7262662669578,134,54.7262662669578,23,36107120,7.76833358054722,5,23,19
135,chr1,36929983,36929985,3,-,2.7134047156278,135,2.7134047156278,2,36929983,1.68718457749933,0,2,3
136,chr1,38019886,38019894,9,-,1.89412728942785,136,1.89412728942785,2,38019886,1.13188785143975,0,8,9
137,chr1,38061536,38061538,3,-,4.51367466293274,137,4.51367466293274,2,38061536,2.9587757773294,0,2,3
138,chr1,38455683,38455694,12,-,3.53394930072307,138,3.53394930072307,2,38455694,2.37563861974012,0,11,12
139,chr1,38471163,38471189,27,-,18.6416476202268,139,18.6416476202268,7,38471186,8.40712934564669,0,25,26
140,chr1,40042458,40042463,6,-,19.755883704582,140,19.755883704582,6,40042462,9.2857673222476,2,4,3
141,chr1,40349168,40349178,11,-,6.25362049603067,141,6.25362049603067,3,40349176,2.82620349978228,0,10,11
142,chr1,40562917,40562926,10,-,5.40077881347633,142,5.40077881347633,4,40562924,1.79304120874106,0,9,10
143,chr1,43424532,43424539,8,-,7.56077054727046,143,7.56077054727046,3,43424539,5.61395727858787,0,7,8
144,chr1,43637950,43637968,19,-,5.10967251203311,144,5.10967251203311,4,43637957,1.63426547262288,0,18,19
145,chr1,45187567,45187582,16,-,551.625695060715,145,551.625695060715,16,45187574,266.371901886778,6,8,3
146,chr1,45246410,45246420,11,-,2.44505650927237,146,2.44505650927237,3,45246410,0.894193260928418,0,10,11
147,chr1,45285666,45285670,5,-,5.21770750545064,147,5.21770750545064,5,45285669,2.37563861974012,0,3,4
148,chr1,45987554,45987560,7,-,54.6917821364895,148,54.6917821364895,7,45987556,26.2344004960713,1,5,5
149,chr1,52344393,52344403,11,-,9.47150333570009,149,9.47150333570009,5,52344399,3.46274516813074,0,10,11
150,chr1,53704165,53704199,35,-,14.2705420121563,150,14.2705420121563,8,53704190,3.86081197030685,3,34,32
151,chr1,55352858,55352868,11,-,4.22185403169192,151,4.22185403169192,2,55352868,2.56112979416464,0,10,11
152,chr1,62190805,62190813,9,-,2.60746351622474,152,2.60746351622474,2,62190813,1.50199618986346,0,8,9
153,chr1,67896083,67896101,19,-,18.9252656658102,153,18.9252656658102,9,67896085,9.36565937037085,0,17,18
154,chr1,71546702,71546725,24,-,17.07086604085,154,17.07086604085,10,71546718,5.10902031014097,10,18,9
155,chr1,78444745,78444794,50,-,22.7635385259178,155,22.7635385259178,11,78444748,5.00274095658869,0,39,40
156,chr1,78470237,78470238,2,-,0.313837526936913,156,0.313837526936913,2,78470238,0.26179382212949,0,1,2
157,chr1,84971847,84971887,41,-,16.960013767843,157,16.960013767843,10,84971866,3.03832986399143,3,40,38
158,chr1,84972257,84972264,8,-,2.99662783655171,158,2.99662783655171,4,84972261,0.946995829323849,0,7,8
159,chr1,86174098,86174116,19,-,2.71335764846922,159,2.71335764846922,2,86174098,1.66072423752729,0,18,19
160,chr1,87379797,87379809,13,-,4.15159833020715,160,4.15159833020715,6,87379808,0.867796303363831,0,12,13
161,chr1,89357247,89357250,4,-,3.92734437298492,161,3.92734437298492,3,89357250,2.56112979416464,0,3,4
162,chr1,91852823,91852889,67,-,23.3996753798998,162,23.3996753798998,19,91852844,2.85271613072321,15,47,33
163,chr1,91852913,91852948,36,-,13.8094148285163,163,13.8094148285163,16,91852925,1.42265527808227,1,31,31
164,chr1,91852978,91852997,20,-,2.38959680216443,164,2.38959680216443,5,91852995,0.867796303363831,1,19,19
165,chr1,91853091,91853125,35,-,5.43290000865654,165,5.43290000865654,14,91853091,1.55489888560334,0,23,24
166,chr1,94374952,94374957,6,-,1.68070638748616,166,1.68070638748616,3,94374955,0.867796303363831,0,5,6
167,chr1,101491333,101491340,8,-,2.76657150200106,167,2.76657150200106,2,101491333,1.84597837144694,0,7,8
168,chr1,109969056,109969070,15,-,13.1557487147845,168,13.1557487147845,9,109969059,2.9322595137781,2,14,13
169,chr1,110950315,110950316,2,-,3.3225454813151,169,3.3225454813151,2,110950316,2.34914420239462,0,1,2
170,chr1,111506542,111506544,3,-,5.14911324715828,170,5.14911324715828,2,111506544,3.06484963257462,0,2,3
171,chr1,113249748,113249750,3,-,6.18302138247599,171,6.18302138247599,3,113249749,4.81677249436827,0,1,2
172,chr1,113498816,113498821,6,-,13.3140688624371,172,13.3140688624371,6,113498817,5.82661402584644,1,4,4
173,chr1,115124234,115124236,3,-,2.66083751210489,173,2.66083751210489,2,115124236,1.79304120874106,0,2,3
174,chr1,115300585,115300615,31,-,43.6258701892951,174,43.6258701892951,12,115300604,12.6965362791975,15,23,9
175,chr1,144995017,144995052,36,-,22.5096390644337,175,22.5096390644337,13,144995022,5.32160363344555,0,34,35
176,chr1,146556302,146556305,4,-,0.944067425247227,176,0.944067425247227,4,146556303,0.709481051569698,0,2,3
177,chr1,147806888,147806889,2,-,0.104138648225881,177,0.104138648225881,2,147806889,0.0781843478530417,0,1,2
178,chr1,149783924,149783928,5,-,4.81506838462311,178,4.81506838462311,5,149783925,1.47554743738646,0,4,5
179,chr1,149858219,149858238,20,-,318.520024496096,179,318.520024496096,17,149858232,202.627711771031,10,14,5
180,chr1,149859511,149859516,6,-,23.2215577655845,180,23.2215577655845,6,149859513,9.73852225372153,1,4,4
181,chr1,150208459,150208461,3,-,10.1353504697241,181,10.1353504697241,3,150208460,7.39579236660071,0,2,3
182,chr1,150552074,150552086,13,-,12.6504554490308,182,12.6504554490308,5,150552086,3.78118580719707,1,12,12
183,chr1,151032049,151032059,11,-,2.73969615953631,183,2.73969615953631,2,151032049,1.60780830809656,0,10,11
184,chr1,151345179,151345181,3,-,2.92464789348416,184,2.92464789348416,2,151345179,1.47554743738646,0,2,3
185,chr1,151735967,151735972,6,-,3.95760518583065,185,3.95760518583065,2,151735972,2.667147538805,0,5,6
186,chr1,152009446,152009487,42,-,22.0120389277972,186,22.0120389277972,15,152009480,3.06484963257462,2,39,38
187,chr1,153643448,153643469,22,-,21.9298727473508,187,21.9298727473508,9,153643463,5.64053774913982,9,21,13
188,chr1,153950134,153950150,17,-,4.6983286231535,188,4.6983286231535,2,153950150,2.5081270286025,0,16,17
189,chr1,154155684,154155694,11,-,3.44867494182027,189,3.44867494182027,3,154155689,1.29045764702565,0,10,11
190,chr1,155145733,155145780,48,-,11.9606269012042,190,11.9606269012042,9,155145778,2.48162720954937,17,47,31
191,chr1,155271224,155271229,6,-,3.53324464206315,191,3.53324464206315,2,155271224,1.97834575645981,0,5,6
192,chr1,155990716,155990742,27,-,8.48357123844671,192,8.48357123844671,7,155990724,2.40213414108514,3,26,24
193,chr1,156252598,156252616,19,-,2.5549174984557,193,2.5549174984557,2,156252616,1.66072423752729,0,18,19
194,chr1,156308030,156308084,55,-,24.1392816097797,194,24.1392816097797,19,156308083,2.69365446018469,6,53,48
195,chr1,156631198,156631201,4,-,2.39596431367009,195,2.39596431367009,2,156631201,1.34333090272816,0,3,4
196,chr1,156631230,156631233,4,-,10.975967969683,196,10.975967969683,4,156631232,7.31597110985198,0,2,3
197,chr1,156721456,156721477,22,-,31.9411095242147,197,31.9411095242147,14,156721466,8.6201022832868,4,16,13
198,chr1,158656505,158656506,2,-,1.60469101447091,198,1.60469101447091,2,158656505,1.2640240338662,0,1,2
199,chr1,159895268,159895302,35,-,86.6646759131394,199,86.6646759131394,16,159895297,39.4248684523432,24,31,8
200,chr1,160254920,160254923,4,-,2.23410347722438,200,2.23410347722438,3,160254923,0.920593130554116,0,3,4
201,chr1,160313037,160313040,4,-,1.99962141704895,201,1.99962141704895,2,160313037,1.02622013812848,0,3,4
202,chr1,161087827,161087842,16,-,4.87360666980098,202,4.87360666980098,4,161087827,2.34914420239462,0,15,16
203,chr1,165738091,165738125,35,-,8.54115543729731,203,8.54115543729731,6,165738105,2.79969179803623,0,34,35
204,chr1,167132091,167132099,9,-,4.79347225617711,204,4.79347225617711,4,167132098,2.13723015200651,0,8,9
205,chr1,167522992,167523002,11,-,13.7435106957657,205,13.7435106957657,9,167522999,4.44491712205858,1,9,9
206,chr1,167905233,167905234,2,-,4.24855334578803,206,4.24855334578803,2,167905233,2.69365446018469,0,1,2
207,chr1,179846938,179846938,1,-,5.77344707833211,207,5.77344707833211,1,179846938,5.77344707833211,0,0,1
208,chr1,182360924,182360928,5,-,18.689610359232,208,18.689610359232,5,182360925,9.7118873970987,1,3,3
209,chr1,186344360,186344386,27,-,10.3594261809427,209,10.3594261809427,7,186344360,3.14441405340465,0,25,26
210,chr1,193028467,193028469,3,-,4.00626670628677,210,4.00626670628677,3,193028469,2.5081270286025,0,2,3
211,chr1,202311060,202311065,6,-,8.36628260114657,211,8.36628260114657,5,202311064,4.36524862955294,0,4,5
212,chr1,202777547,202777550,4,-,7.29326277516031,212,7.29326277516031,3,202777549,5.05587959000882,0,3,4
213,chr1,204380939,204380945,7,-,2.39590316692125,213,2.39590316692125,2,204380945,1.23759248593829,0,6,7
214,chr1,205687209,205687213,5,-,7.01902896165212,214,7.01902896165212,4,205687212,3.67502735763595,0,4,5
215,chr1,205719310,205719335,26,-,8.49218830459095,215,8.49218830459095,5,205719310,3.38315172613546,0,25,26
216,chr1,220219782,220219819,38,-,4.31669878353669,216,4.31669878353669,4,220219801,1.50199618986346,0,37,38
217,chr1,220219840,220219852,13,-,2.62981510636115,217,2.62981510636115,3,220219847,0.973401278920475,0,12,13
218,chr1,224622496,224622499,4,-,3.55981105197012,218,3.55981105197012,2,224622499,2.08426361458366,0,3,4
219,chr1,226374413,226374424,12,-,2.81472041998196,219,2.81472041998196,3,226374419,1.13188785143975,0,11,12
220,chr1,226595786,226595797,12,-,6.88436946769147,220,6.88436946769147,4,226595791,3.09137025851775,0,11,12
221,chr1,228645568,228645574,7,-,10.8874226719503,221,10.8874226719503,4,228645574,4.55115006218683,1,6,6
222,chr1,233425238,233425239,2,-,0.734012129606028,222,0.734012129606028,2,233425238,0.445935979603728,0,1,2
223,chr1,235292144,235292154,11,-,24.7714649578326,223,24.7714649578326,8,235292152,9.39229061997539,2,9,8
224,chr1,241683010,241683061,52,-,24.3565779132446,224,24.3565779132446,16,241683049,2.5081270286025,3,45,43
225,chr1,241803668,241803671,4,-,3.93058082365268,225,3.93058082365268,2,241803671,2.40213414108514,0,3,4
226,chr1,244615211,244615215,5,-,3.85252553597729,226,3.85252553597729,2,244615211,2.85271613072321,0,4,5
227,chr1,245027772,245027848,77,-,90.9525752442459,227,90.9525752442459,32,245027785,9.68525281337784,11,74,64
228,chr1,246151848,246151854,7,-,5.24450856191958,228,5.24450856191958,4,246151853,2.61413665840062,0,6,7
229,chr10,1034374,1034402,29,+,3.99962335359299,229,3.99962335359299,4,1034374,1.36977046621003,0,28,29
230,chr10,3109740,3109744,5,+,5.46889095233934,230,5.46889095233934,2,3109740,3.9404442697718,0,4,5
231,chr10,5005606,5005609,4,+,5.34981660024843,231,5.34981660024843,4,5005607,2.5346278937598,0,3,4
232,chr10,5488572,5488573,2,+,2.55454312952202,232,2.55454312952202,2,5488572,1.42265527808227,0,1,2
233,chr10,7830117,7830156,40,+,40.7654095097932,233,40.7654095097932,18,7830140,11.6835582555432,14,29,16
234,chr10,16933890,16933891,2,+,0.15651140656743,234,0.15651140656743,2,16933891,0.13055710619459,0,1,2
235,chr10,17271273,17271281,9,+,29.3646568625568,235,29.3646568625568,8,17271277,16.377633717797,2,6,5
236,chr10,60028922,60028933,12,+,3.34042584839497,236,3.34042584839497,4,60028925,1.42265527808227,0,11,12
237,chr10,60145170,60145198,29,+,15.207572060817,237,15.207572060817,7,60145172,4.49803242038786,0,23,24
238,chr10,62538234,62538255,22,+,22.6707688887613,238,22.6707688887613,8,62538236,10.697552876473,1,5,5
239,chr10,70091816,70091853,38,+,46.3306742249186,239,46.3306742249186,14,70091821,16.0307195199419,3,27,25
240,chr10,70480971,70481005,35,+,7.06344471627496,240,7.06344471627496,5,70480996,2.64064160160863,0,25,26
241,chr10,70661071,70661072,2,+,2.10526929854624,241,2.10526929854624,2,70661071,1.07904916041777,0,1,2
242,chr10,70715919,70715950,32,+,40.3796874837314,242,40.3796874837314,16,70715926,13.9498459053105,4,13,10
243,chr10,70847858,70847868,11,+,17.5182549906687,243,17.5182549906687,7,70847859,4.81677249436827,1,8,8
244,chr10,70940003,70940023,21,+,1.94693449133881,244,1.94693449133881,2,70940023,1.15831068098296,0,20,21
245,chr10,71075522,71075528,7,+,3.66025112429257,245,3.66025112429257,3,71075525,1.60780830809656,0,6,7
246,chr10,71075566,71075580,15,+,8.95326887483326,246,8.95326887483326,8,71075580,2.29615872941552,5,14,10
247,chr10,72163896,72163914,19,+,20.0584255921677,247,20.0584255921677,10,72163901,5.42790727556151,1,15,15
248,chr10,74033680,74033683,4,+,10.1595357950762,248,10.1595357950762,3,74033682,6.97011705821587,0,3,4
